bill_id,date,customer_name,city,phone_number,product_name,category,quantity,price_per_unit,total_amount
3624,26-06-2023,John Thompson,Pune,9.18469E+11,Daal,Grocery,2,130,260
1441,22-05-2022,Tracy Johnson,Chennai,9.12728E+11,Rice,Grocery,10,100,1000
6160,05-05-2022,Gregory Gomez,Jaipur,9.15942E+11,Sprite,Cold Drink,5,30,150
8214,27-09-2022,Rachel Jordan,Lucknow,9.10283E+11,Mazaa,Cold Drink,7,20,140
5375,01-08-2023,Kimberly Reynolds,Bangalore,9.15127E+11,Perfume,Beauty,8,80,640
6139,08-01-2022,Christopher Freeman,Bangalore,9.16504E+11,Lipstick,Beauty,5,40,200
2410,14-06-2023,Henry Wright,Ahmedabad,9.19779E+11,Shampoo,Beauty,3,40,120
2745,13-05-2022,Alyssa Obrien,Lucknow,9.10444E+11,Coca-Cola,Cold Drink,4,40,160
2897,23-07-2023,Elizabeth Martin,Ahmedabad,9.15013E+11,Body Lotion,Cosmetics,9,200,1800
5188,30-10-2022,Daniel Thomas,Mumbai,9.11116E+11,Daal,Grocery,8,130,1040
4272,03-02-2023,Sara Willis,Bangalore,9.18029E+11,Bath Soap,Cosmetics,6,80,480
9810,24-12-2023,Colton Strickland,Ahmedabad,9.15329E+11,Face Cream,Cosmetics,3,100,300
7281,11-01-2023,Michael Carroll,Kolkata,9.10321E+11,Shampoo,Beauty,3,40,120
8733,12-03-2023,David Morales,Mumbai,9.12332E+11,Frooti,Cold Drink,1,30,30
1321,09-01-2023,Rachael Miller,Chennai,9.1462E+11,Coca-Cola,Cold Drink,4,40,160
5359,03-08-2022,Jodi Wilson,Mumbai,9.13447E+11,Mazaa,Cold Drink,4,20,80
9140,14-04-2023,Brittany Reed,Pune,9.10625E+11,Bath Soap,Cosmetics,10,80,800
7721,08-02-2023,Kimberly Sawyer,Jaipur,9.1252E+11,Lipstick,Beauty,8,40,320
8865,21-09-2023,Rebecca Mckinney,Mumbai,9.11578E+11,Body Lotion,Cosmetics,4,200,800
7022,23-12-2023,Brian Vasquez,Delhi,9.13616E+11,Shampoo,Beauty,3,40,120
2118,11-01-2023,Elizabeth Steele,Ahmedabad,9.1475E+11,Tea,Grocery,5,100,500
2067,01-04-2023,Brandon Reed,Kolkata,9.10795E+11,Tea,Grocery,6,100,600
9074,26-01-2023,Veronica Williamson,Kolkata,9.11746E+11,Wheat,Grocery,10,120,1200
3553,10-09-2023,Jessica Little,Lucknow,9.1821E+11,Coca-Cola,Cold Drink,2,40,80
3631,03-08-2023,Victor Washington,Ahmedabad,9.10252E+11,Sugar,Grocery,8,30,240
5582,22-05-2022,Mark Nguyen,Kolkata,9.1749E+11,Sprite,Cold Drink,6,30,180
7455,20-07-2023,Lynn Hill,Pune,9.16758E+11,Shampoo,Beauty,8,40,320
4620,30-11-2022,Raymond Ferguson,Lucknow,9.17626E+11,Shampoo,Beauty,2,40,80
3738,23-01-2023,Cody Williams,Kolkata,9.14871E+11,Body Lotion,Cosmetics,6,200,1200
5113,24-06-2022,Jasmine Conway,Bangalore,9.11306E+11,Lipstick,Beauty,7,40,280
3804,28-02-2023,Alicia Williams,Ahmedabad,9.17584E+11,Frooti,Cold Drink,2,30,60
1707,06-08-2022,Joshua Spencer,Bangalore,9.13528E+11,Shampoo,Beauty,3,40,120
4339,28-09-2022,Marcia Sullivan,Pune,9.12085E+11,Pepsi,Cold Drink,8,20,160
1946,23-12-2023,Leslie Austin,Bangalore,9.18434E+11,Mazaa,Cold Drink,4,20,80
9763,06-05-2023,Jaime Johnson,Hyderabad,9.12211E+11,Sugar,Grocery,4,30,120
3517,26-04-2022,Gregory Griffith,Pune,9.1179E+11,Daal,Grocery,6,130,780
2811,23-11-2022,Amber Roberts,Mumbai,9.15625E+11,Sugar,Grocery,5,30,150
1722,14-09-2023,Jamie Gonzalez,Kolkata,9.1447E+11,Daal,Grocery,10,130,1300
4993,24-01-2022,Elizabeth Crawford DDS,Lucknow,9.16042E+11,Lipstick,Beauty,6,40,240
7728,13-11-2022,Brent Vaughn,Delhi,9.13316E+11,Bath Soap,Cosmetics,10,80,800
5226,01-06-2022,Zachary Pace,Ahmedabad,9.16873E+11,Pepsi,Cold Drink,10,20,200
4402,27-03-2023,Brandi Garcia,Mumbai,9.16234E+11,Wheat,Grocery,5,120,600
4385,18-06-2023,Samuel Grant,Mumbai,9.184E+11,Frooti,Cold Drink,1,30,30
4283,11-12-2022,Jonathan Ayala,Pune,9.11334E+11,Face Cream,Cosmetics,10,100,1000
9311,13-04-2023,Peter Vang,Bangalore,9.1413E+11,Tea,Grocery,9,100,900
9726,03-11-2022,Andrea Torres,Chennai,9.19863E+11,Tea,Grocery,2,100,200
4451,04-03-2022,Joshua Stewart,Pune,9.15515E+11,Body Lotion,Cosmetics,3,200,600
1883,26-11-2022,Amber Lee,Jaipur,9.14309E+11,Perfume,Beauty,4,80,320
3768,30-09-2023,Kevin Stephens,Jaipur,9.15039E+11,Rice,Grocery,3,100,300
5686,04-04-2023,Jacob Graves,Hyderabad,9.14805E+11,Body Lotion,Cosmetics,4,200,800
5807,17-09-2023,Leslie Henderson,Delhi,9.19519E+11,Hair Spray,Cosmetics,2,230,460
4312,11-07-2023,Lauren Soto,Chennai,9.10989E+11,Body Lotion,Cosmetics,5,200,1000
2672,03-01-2022,Michelle Hernandez,Jaipur,9.13322E+11,Frooti,Cold Drink,7,30,210
2068,18-07-2022,Roger Diaz,Bangalore,9.11056E+11,Hair Spray,Cosmetics,8,230,1840
1385,24-01-2022,Charles Hicks,Hyderabad,9.11882E+11,Sugar,Grocery,8,30,240
1742,14-01-2023,James Lam,Delhi,9.15408E+11,Face Cream,Cosmetics,7,100,700
6622,06-07-2022,Mackenzie Curtis,Chennai,9.1016E+11,Frooti,Cold Drink,5,30,150
1261,12-06-2022,Karen Sanders,Pune,9.1685E+11,Body Lotion,Cosmetics,10,200,2000
4741,15-03-2023,Andrea Sanchez,Mumbai,9.13474E+11,Lipstick,Beauty,1,40,40
2653,15-05-2023,Donna Watts,Lucknow,9.19361E+11,Shampoo,Beauty,10,40,400
5190,09-11-2023,Philip Miller,Kolkata,9.11541E+11,Body Lotion,Cosmetics,4,200,800
5907,27-07-2022,Chelsea Perry,Hyderabad,9.15187E+11,Perfume,Beauty,5,80,400
7303,28-01-2022,Richard Smith,Mumbai,9.13935E+11,Sugar,Grocery,6,30,180
6425,26-09-2022,Kaitlin Smith,Chennai,9.10929E+11,Coca-Cola,Cold Drink,2,40,80
3948,12-11-2022,Kevin Frye,Mumbai,9.11905E+11,Coca-Cola,Cold Drink,10,40,400
9611,25-12-2022,John Dixon,Chennai,9.1103E+11,Body Lotion,Cosmetics,2,200,400
9822,27-08-2023,Cody Taylor,Jaipur,9.17882E+11,Lipstick,Beauty,5,40,200
4631,26-05-2023,Debra Brooks,Jaipur,9.18631E+11,Rice,Grocery,5,100,500
3972,11-03-2023,Teresa Davila,Chennai,9.16321E+11,Tea,Grocery,8,100,800
1448,12-03-2022,Aaron Larson,Chennai,9.1424E+11,Wheat,Grocery,3,120,360
9587,10-11-2022,Jonathan Suarez,Lucknow,9.13207E+11,Shampoo,Beauty,8,40,320
1147,10-04-2023,Diane Espinoza,Kolkata,9.11255E+11,Coca-Cola,Cold Drink,2,40,80
3617,25-03-2022,Amy Chandler,Ahmedabad,9.18372E+11,Rice,Grocery,1,100,100
6825,26-07-2023,Alexander Macias,Hyderabad,9.17038E+11,Hair Gel,Cosmetics,5,150,750
9045,11-06-2023,Matthew Delgado,Ahmedabad,9.13788E+11,Rice,Grocery,10,100,1000
5859,09-06-2022,Megan James MD,Delhi,9.15227E+11,Lipstick,Beauty,10,40,400
8579,04-04-2023,Daniel Smith,Delhi,9.10935E+11,Pepsi,Cold Drink,9,20,180
8334,07-01-2022,Alvin Smith DDS,Bangalore,9.10849E+11,Perfume,Beauty,10,80,800
1670,01-08-2023,Kenneth Brady,Chennai,9.13786E+11,Pepsi,Cold Drink,5,20,100
2842,28-06-2022,Edward Bell,Mumbai,9.1176E+11,Coca-Cola,Cold Drink,5,40,200
3131,26-08-2023,Dr. Kimberly Jones,Bangalore,9.13785E+11,Body Lotion,Cosmetics,2,200,400
1283,15-03-2022,Anne Poole,Chennai,9.14023E+11,Shampoo,Beauty,5,40,200
9648,09-08-2023,Gerald Johnson,Jaipur,9.12223E+11,Lipstick,Beauty,7,40,280
5804,27-10-2022,Cindy Smith,Chennai,9.16858E+11,Shampoo,Beauty,2,40,80
5326,24-02-2022,Monica Schultz,Bangalore,9.10823E+11,Shampoo,Beauty,7,40,280
2186,11-03-2023,Sabrina Becker,Pune,9.10247E+11,Rice,Grocery,9,100,900
2981,20-05-2023,Sandra Calhoun,Bangalore,9.15525E+11,Lipstick,Beauty,10,40,400
5736,10-06-2023,Alejandro Conrad,Lucknow,9.11537E+11,Frooti,Cold Drink,4,30,120
6611,24-06-2023,Kevin Harris,Delhi,9.13855E+11,Mazaa,Cold Drink,8,20,160
8141,22-02-2022,Jonathon Lee,Jaipur,9.12839E+11,Mazaa,Cold Drink,9,20,180
7791,08-06-2022,Lori Rogers,Chennai,9.13551E+11,Hair Spray,Cosmetics,4,230,920
2362,20-09-2023,Tracy Barry,Lucknow,9.14917E+11,Pepsi,Cold Drink,9,20,180
5047,04-09-2023,Meghan Perry,Jaipur,9.13349E+11,Shampoo,Beauty,7,40,280
4049,12-12-2023,Stacie Robertson,Mumbai,9.13215E+11,Body Lotion,Cosmetics,10,200,2000
3352,20-09-2022,Kevin Pitts,Pune,9.18307E+11,Rice,Grocery,7,100,700
9237,10-11-2023,Randall Romero,Chennai,9.10888E+11,Hair Spray,Cosmetics,1,230,230
3347,27-09-2022,Sarah Morgan DDS,Ahmedabad,9.12295E+11,Sugar,Grocery,3,30,90
5533,18-04-2023,Charles Ramirez,Mumbai,9.1796E+11,Face Cream,Cosmetics,1,100,100
1656,13-12-2023,Jo Carney,Hyderabad,9.17192E+11,Hair Spray,Cosmetics,5,230,1150
4501,21-04-2023,Jeffery Jarvis,Hyderabad,9.14103E+11,Daal,Grocery,2,130,260
6721,20-02-2023,Dana Green,Pune,9.10088E+11,Frooti,Cold Drink,8,30,240
9777,07-06-2022,Ryan Thornton,Chennai,9.15592E+11,Coca-Cola,Cold Drink,4,40,160
4161,30-10-2022,Jesse Stuart,Mumbai,9.10728E+11,Shampoo,Beauty,8,40,320
6265,15-12-2023,Tiffany Mills,Kolkata,9.17393E+11,Tea,Grocery,2,100,200
8467,22-11-2022,Dr. Michael Flores,Bangalore,9.19869E+11,Sprite,Cold Drink,8,30,240
9288,05-10-2023,Caitlin Shaw,Hyderabad,9.16301E+11,Sprite,Cold Drink,6,30,180
2067,31-12-2022,Donna Smith,Bangalore,9.13628E+11,Frooti,Cold Drink,10,30,300
6489,10-05-2023,Richard Small,Ahmedabad,9.17138E+11,Frooti,Cold Drink,6,30,180
7058,12-05-2023,Jessica Swanson,Jaipur,9.13417E+11,Daal,Grocery,1,130,130
9401,06-02-2023,Patrick Welch,Bangalore,9.17444E+11,Lipstick,Beauty,10,40,400
6497,04-03-2023,Christopher Lee,Bangalore,9.14852E+11,Wheat,Grocery,7,120,840
3414,23-02-2023,Courtney Ward,Mumbai,9.16214E+11,Perfume,Beauty,8,80,640
8919,18-10-2022,Taylor Montgomery,Ahmedabad,9.1652E+11,Coca-Cola,Cold Drink,1,40,40
6516,21-06-2022,Robert Austin,Ahmedabad,9.12219E+11,Lipstick,Beauty,6,40,240
7185,14-01-2022,Jerry Sanchez,Bangalore,9.18261E+11,Coca-Cola,Cold Drink,5,40,200
2698,26-07-2023,Kristen Bowers,Lucknow,9.14297E+11,Shampoo,Beauty,9,40,360
7432,14-12-2023,Marcus Vazquez,Bangalore,9.1139E+11,Daal,Grocery,9,130,1170
1114,22-04-2023,Joanne Wilson,Chennai,9.14517E+11,Coca-Cola,Cold Drink,2,40,80
8644,20-06-2022,Tracy Burgess,Chennai,9.15399E+11,Mazaa,Cold Drink,5,20,100
1453,01-08-2023,Matthew Banks,Bangalore,9.15558E+11,Sprite,Cold Drink,9,30,270
3182,15-07-2023,Bruce Hill,Ahmedabad,9.1705E+11,Bath Soap,Cosmetics,4,80,320
8911,18-12-2023,Sandra Nelson,Pune,9.16427E+11,Body Lotion,Cosmetics,8,200,1600
5410,23-04-2022,Jacob Allen,Jaipur,9.15517E+11,Pepsi,Cold Drink,8,20,160
9624,07-10-2022,Patrick Washington,Delhi,9.18268E+11,Shampoo,Beauty,5,40,200
1191,15-02-2022,Sandra Marshall,Jaipur,9.19834E+11,Sprite,Cold Drink,2,30,60
1879,28-04-2022,Michaela Barnes,Jaipur,9.10262E+11,Daal,Grocery,7,130,910
8291,13-07-2023,George Mitchell,Mumbai,9.12047E+11,Hair Spray,Cosmetics,6,230,1380
6632,16-05-2022,Debbie Jordan,Lucknow,9.1322E+11,Daal,Grocery,8,130,1040
1592,14-07-2022,Laura Hayes,Chennai,9.12596E+11,Pepsi,Cold Drink,6,20,120
3983,11-11-2022,Susan Jackson,Lucknow,9.15535E+11,Shampoo,Beauty,2,40,80
5943,08-05-2022,Joe Perry,Mumbai,9.12166E+11,Perfume,Beauty,7,80,560
1409,08-11-2023,Amber Howell,Mumbai,9.12277E+11,Face Cream,Cosmetics,9,100,900
9460,23-02-2022,Adrian Cummings,Jaipur,9.13709E+11,Daal,Grocery,9,130,1170
5185,17-01-2022,Bradley Bush,Kolkata,9.18176E+11,Rice,Grocery,2,100,200
5551,08-06-2023,Cheryl Glass,Chennai,9.15086E+11,Face Cream,Cosmetics,1,100,100
6785,19-02-2023,Bryan Flores,Lucknow,9.14154E+11,Mazaa,Cold Drink,6,20,120
7075,28-12-2022,Aaron Mills,Chennai,9.16964E+11,Rice,Grocery,4,100,400
1622,29-05-2022,Jeffery Riley,Kolkata,9.16908E+11,Frooti,Cold Drink,8,30,240
2152,15-07-2022,Monica Sanchez,Kolkata,9.10737E+11,Shampoo,Beauty,6,40,240
7940,19-06-2022,Nicole Wilson,Jaipur,9.18757E+11,Shampoo,Beauty,3,40,120
9844,02-03-2023,Rachel Schmidt,Mumbai,9.1388E+11,Rice,Grocery,2,100,200
1390,19-07-2023,Seth Price,Pune,9.11461E+11,Lipstick,Beauty,10,40,400
2506,25-05-2023,Katie Lopez,Kolkata,9.14786E+11,Bath Soap,Cosmetics,10,80,800
5273,01-06-2022,Angelica Harvey,Delhi,9.15013E+11,Perfume,Beauty,6,80,480
3484,22-07-2022,Timothy Davis,Pune,9.19767E+11,Sugar,Grocery,4,30,120
6310,12-10-2023,Amy Porter,Ahmedabad,9.11653E+11,Mazaa,Cold Drink,10,20,200
1297,24-03-2022,Eric Waters,Hyderabad,9.12673E+11,Tea,Grocery,6,100,600
4110,28-04-2023,Rachel Sparks,Delhi,9.15895E+11,Mazaa,Cold Drink,5,20,100
7013,01-08-2022,Emily Castaneda,Ahmedabad,9.17388E+11,Bath Soap,Cosmetics,7,80,560
2498,19-05-2023,Tracy Harrell,Jaipur,9.12292E+11,Face Cream,Cosmetics,9,100,900
4102,24-10-2022,Cheryl Watson,Chennai,9.14717E+11,Perfume,Beauty,1,80,80
4050,10-03-2023,Sean Beard,Chennai,9.11511E+11,Tea,Grocery,10,100,1000
5395,10-07-2023,Kevin Miller,Delhi,9.11638E+11,Perfume,Beauty,10,80,800
3290,14-03-2022,Nicholas Robinson,Chennai,9.10631E+11,Coca-Cola,Cold Drink,7,40,280
2323,25-12-2022,Shelby Oconnor,Chennai,9.11495E+11,Mazaa,Cold Drink,8,20,160
9024,09-06-2022,Lisa Burton,Chennai,9.16287E+11,Coca-Cola,Cold Drink,9,40,360
9831,20-05-2023,Curtis Vasquez,Bangalore,9.1745E+11,Face Cream,Cosmetics,5,100,500
9803,30-09-2023,Tonya Dalton,Pune,9.14799E+11,Face Cream,Cosmetics,3,100,300
7942,01-06-2022,Michael Barker,Jaipur,9.1914E+11,Tea,Grocery,2,100,200
5362,16-01-2022,Kenneth Carr,Jaipur,9.18392E+11,Perfume,Beauty,8,80,640
7633,12-02-2022,Benjamin Reyes,Jaipur,9.13175E+11,Pepsi,Cold Drink,1,20,20
1675,30-11-2023,George Mcconnell,Jaipur,9.18338E+11,Coca-Cola,Cold Drink,5,40,200
1298,28-10-2022,Amanda Joseph,Bangalore,9.19371E+11,Perfume,Beauty,9,80,720
6489,05-05-2023,Tracy Smith,Jaipur,9.19286E+11,Frooti,Cold Drink,8,30,240
1617,28-08-2023,Kyle Shaw,Kolkata,9.10788E+11,Sprite,Cold Drink,5,30,150
1969,15-07-2023,Andrew Pope,Chennai,9.18415E+11,Sprite,Cold Drink,9,30,270
3295,06-11-2022,Gina Sexton,Delhi,9.10272E+11,Face Cream,Cosmetics,4,100,400
9860,30-03-2022,Joshua Gutierrez,Hyderabad,9.15729E+11,Rice,Grocery,2,100,200
1252,06-03-2023,Jennifer Hernandez,Chennai,9.16703E+11,Sprite,Cold Drink,9,30,270
5659,28-04-2022,Roy Smith,Jaipur,9.17303E+11,Tea,Grocery,1,100,100
8986,27-12-2023,Jessica Olsen,Jaipur,9.12935E+11,Frooti,Cold Drink,4,30,120
4729,24-04-2023,Jessica Huber,Delhi,9.18204E+11,Tea,Grocery,10,100,1000
4801,22-03-2022,Matthew Oliver,Lucknow,9.1397E+11,Daal,Grocery,2,130,260
1735,21-08-2022,Jennifer Mendoza,Kolkata,9.10399E+11,Coca-Cola,Cold Drink,8,40,320
9114,18-10-2022,Kyle Lee,Pune,9.15556E+11,Daal,Grocery,7,130,910
1236,19-12-2022,Courtney Jones,Mumbai,9.18323E+11,Coca-Cola,Cold Drink,4,40,160
6868,11-01-2022,Nicole Rose,Mumbai,9.12088E+11,Hair Spray,Cosmetics,1,230,230
7049,23-07-2023,Brandon Davis,Ahmedabad,9.12926E+11,Hair Spray,Cosmetics,4,230,920
1761,19-03-2022,Austin Smith,Lucknow,9.10937E+11,Mazaa,Cold Drink,2,20,40
5679,10-08-2023,James Morris,Bangalore,9.10956E+11,Perfume,Beauty,7,80,560
3696,17-07-2022,Sharon Hansen,Lucknow,9.17892E+11,Rice,Grocery,10,100,1000
9914,08-02-2023,John Matthews,Jaipur,9.19825E+11,Pepsi,Cold Drink,3,20,60
5413,21-08-2023,Mr. Tom Roberts,Mumbai,9.15795E+11,Lipstick,Beauty,8,40,320
1248,13-11-2023,Carol Buckley,Ahmedabad,9.15034E+11,Shampoo,Beauty,6,40,240
7147,07-07-2022,Matthew Turner,Hyderabad,9.11801E+11,Wheat,Grocery,6,120,720
5336,08-06-2023,Wendy Reed,Mumbai,9.1431E+11,Lipstick,Beauty,8,40,320
6038,25-12-2023,Scott Ramirez,Jaipur,9.14082E+11,Hair Spray,Cosmetics,4,230,920
8645,11-06-2022,Jason Simmons,Mumbai,9.16625E+11,Frooti,Cold Drink,9,30,270
5092,28-06-2023,Carol Roy,Chennai,9.17434E+11,Shampoo,Beauty,1,40,40
1176,18-05-2023,William Stout,Hyderabad,9.15901E+11,Lipstick,Beauty,1,40,40
1357,03-06-2022,Ricardo Small,Hyderabad,9.10216E+11,Shampoo,Beauty,6,40,240
8243,08-08-2023,Cynthia Hamilton,Hyderabad,9.17635E+11,Face Cream,Cosmetics,4,100,400
6428,20-12-2023,Deanna Andrews,Ahmedabad,9.18068E+11,Pepsi,Cold Drink,1,20,20
1689,29-09-2022,Christopher Wright,Ahmedabad,9.17772E+11,Tea,Grocery,10,100,1000
4568,04-08-2022,George Miller,Delhi,9.19357E+11,Perfume,Beauty,7,80,560
6674,25-03-2023,Phillip Williams,Chennai,9.12408E+11,Bath Soap,Cosmetics,6,80,480
5522,18-09-2022,Kimberly Newman,Mumbai,9.13975E+11,Hair Spray,Cosmetics,2,230,460
3040,07-02-2022,Michael Camacho,Pune,9.14895E+11,Hair Spray,Cosmetics,6,230,1380
8334,22-08-2023,Richard Williams,Lucknow,9.16018E+11,Sugar,Grocery,7,30,210
9103,01-08-2022,Elizabeth Crosby,Delhi,9.16934E+11,Hair Gel,Cosmetics,5,150,750
3470,06-11-2023,James Baker,Kolkata,9.13967E+11,Shampoo,Beauty,9,40,360
2793,01-10-2022,Jaime Walsh,Pune,9.15554E+11,Bath Soap,Cosmetics,1,80,80
7480,13-11-2022,Felicia Atkins,Jaipur,9.15896E+11,Shampoo,Beauty,9,40,360
3433,08-02-2022,Dorothy Lambert,Chennai,9.17016E+11,Lipstick,Beauty,1,40,40
1535,07-02-2023,Todd Roman,Kolkata,9.11311E+11,Perfume,Beauty,10,80,800
1614,12-04-2023,Charles Herman,Pune,9.18021E+11,Frooti,Cold Drink,8,30,240
7540,29-09-2023,Kristin Davis,Mumbai,9.1174E+11,Perfume,Beauty,2,80,160
9864,27-06-2022,Scott Rojas,Ahmedabad,9.15129E+11,Daal,Grocery,5,130,650
6379,20-05-2022,Jillian Armstrong,Ahmedabad,9.17436E+11,Sprite,Cold Drink,10,30,300
7491,02-02-2023,Susan Smith,Pune,9.1384E+11,Perfume,Beauty,7,80,560
2063,28-06-2022,Caroline Bradshaw,Chennai,9.12818E+11,Rice,Grocery,7,100,700
7980,18-07-2022,Justin Charles,Hyderabad,9.194E+11,Lipstick,Beauty,6,40,240
5840,23-12-2023,Kathryn Nelson,Lucknow,9.119E+11,Shampoo,Beauty,1,40,40
4516,13-03-2023,April Jackson,Jaipur,9.18879E+11,Shampoo,Beauty,2,40,80
6809,27-03-2023,Anthony Stokes DVM,Hyderabad,9.15915E+11,Body Lotion,Cosmetics,3,200,600
1458,30-08-2022,Richard Taylor,Delhi,9.13703E+11,Perfume,Beauty,2,80,160
3880,12-10-2023,Mary George,Bangalore,9.19029E+11,Shampoo,Beauty,10,40,400
4419,10-12-2022,Kristina Garcia,Pune,9.16586E+11,Wheat,Grocery,1,120,120
4219,05-08-2023,Jose Calderon,Ahmedabad,9.12349E+11,Mazaa,Cold Drink,5,20,100
6370,16-06-2022,Donald Johnson,Jaipur,9.153E+11,Wheat,Grocery,8,120,960
3152,31-12-2022,Johnathan Morgan,Bangalore,9.10369E+11,Rice,Grocery,10,100,1000
3520,11-07-2022,Joshua Cooper,Jaipur,9.19666E+11,Sprite,Cold Drink,3,30,90
2346,27-11-2022,David Hall,Pune,9.14344E+11,Mazaa,Cold Drink,5,20,100
4592,07-08-2022,Andrea Wagner,Jaipur,9.12767E+11,Hair Spray,Cosmetics,3,230,690
7792,11-05-2022,Christy Ford,Ahmedabad,9.15736E+11,Wheat,Grocery,4,120,480
9053,17-06-2022,Angela Dixon,Jaipur,9.16924E+11,Bath Soap,Cosmetics,1,80,80
3775,06-10-2023,Shannon Brooks,Pune,9.13568E+11,Face Cream,Cosmetics,8,100,800
9731,16-04-2023,Michael Wood,Lucknow,9.17654E+11,Daal,Grocery,5,130,650
1412,15-10-2023,Taylor Rodriguez,Mumbai,9.19447E+11,Coca-Cola,Cold Drink,4,40,160
5712,27-12-2022,Anthony Jones,Bangalore,9.16464E+11,Rice,Grocery,6,100,600
5124,24-11-2023,Shawn Bowman,Delhi,9.17852E+11,Perfume,Beauty,5,80,400
8976,18-01-2023,Amanda Moreno,Bangalore,9.12186E+11,Tea,Grocery,7,100,700
8190,07-06-2022,Brooke Black,Delhi,9.16916E+11,Bath Soap,Cosmetics,4,80,320
4147,18-04-2023,Emily Dixon,Pune,9.12159E+11,Rice,Grocery,8,100,800
2512,19-05-2022,Barry Booth,Delhi,9.1886E+11,Body Lotion,Cosmetics,10,200,2000
7983,13-10-2023,Nathan Moore,Chennai,9.11167E+11,Face Cream,Cosmetics,10,100,1000
7603,26-07-2022,Mark Holder,Lucknow,9.1876E+11,Lipstick,Beauty,5,40,200
2112,24-02-2022,Jenna Jackson,Mumbai,9.19129E+11,Perfume,Beauty,9,80,720
5498,16-10-2022,Bill Brady,Lucknow,9.1288E+11,Body Lotion,Cosmetics,2,200,400
8932,19-10-2023,Chad Wright,Bangalore,9.17738E+11,Mazaa,Cold Drink,1,20,20
6999,24-07-2022,Teresa Maxwell,Bangalore,9.14267E+11,Daal,Grocery,3,130,390
2932,30-12-2022,Scott Mclean,Bangalore,9.14069E+11,Hair Gel,Cosmetics,3,150,450
8668,21-03-2023,Jay Davis,Mumbai,9.16277E+11,Tea,Grocery,1,100,100
6256,09-05-2023,Benjamin Thomas,Ahmedabad,9.10579E+11,Sprite,Cold Drink,8,30,240
9734,17-09-2023,Amanda Gonzalez MD,Delhi,9.18416E+11,Coca-Cola,Cold Drink,8,40,320
9571,02-09-2023,Richard Briggs DVM,Lucknow,9.13874E+11,Face Cream,Cosmetics,10,100,1000
2921,27-04-2022,James Mitchell,Delhi,9.18057E+11,Wheat,Grocery,2,120,240
6162,12-08-2023,Vanessa Miller,Ahmedabad,9.13798E+11,Mazaa,Cold Drink,5,20,100
7168,18-07-2023,Alicia Perez,Chennai,9.11735E+11,Hair Spray,Cosmetics,5,230,1150
4475,16-11-2022,Thomas Barajas,Jaipur,9.15337E+11,Sugar,Grocery,8,30,240
5675,02-01-2023,Lauren Moore,Jaipur,9.16065E+11,Sugar,Grocery,2,30,60
9085,27-03-2023,Kayla Davis,Pune,9.19701E+11,Face Cream,Cosmetics,7,100,700
7086,08-04-2023,Michelle Salazar,Jaipur,9.1739E+11,Bath Soap,Cosmetics,7,80,560
3129,30-03-2023,Alexander Williams,Ahmedabad,9.13999E+11,Hair Spray,Cosmetics,8,230,1840
7443,17-10-2022,James Combs,Ahmedabad,9.11573E+11,Hair Gel,Cosmetics,3,150,450
5061,28-05-2023,Tammy Norman,Chennai,9.14886E+11,Coca-Cola,Cold Drink,6,40,240
9220,29-08-2022,Valerie Carroll,Delhi,9.14802E+11,Frooti,Cold Drink,9,30,270
4454,30-05-2022,Denise Dixon,Lucknow,9.12182E+11,Face Cream,Cosmetics,10,100,1000
3542,18-05-2023,Andrew Robinson,Kolkata,9.18478E+11,Lipstick,Beauty,1,40,40
7840,03-02-2022,Robert Black,Lucknow,9.12038E+11,Mazaa,Cold Drink,1,20,20
5344,04-09-2023,Amber Clark,Kolkata,9.16019E+11,Face Cream,Cosmetics,6,100,600
6106,05-04-2022,Billy Fletcher,Bangalore,9.14158E+11,Sprite,Cold Drink,5,30,150
4688,12-07-2023,Ryan Flores,Jaipur,9.13168E+11,Sugar,Grocery,8,30,240
6154,07-10-2023,Shannon Hamilton,Jaipur,9.17928E+11,Pepsi,Cold Drink,8,20,160
3916,20-02-2023,Erin Holloway,Bangalore,9.16447E+11,Perfume,Beauty,3,80,240
6653,31-07-2023,Richard Combs,Pune,9.13729E+11,Tea,Grocery,9,100,900
1375,06-11-2023,Alyssa Chambers,Hyderabad,9.14896E+11,Body Lotion,Cosmetics,9,200,1800
1649,20-05-2022,April Thompson,Kolkata,9.18762E+11,Wheat,Grocery,8,120,960
9167,23-05-2022,Joseph Ellis,Ahmedabad,9.1907E+11,Coca-Cola,Cold Drink,9,40,360
5973,17-03-2022,Brenda Morales,Bangalore,9.18133E+11,Perfume,Beauty,10,80,800
3082,06-11-2022,Jennifer Williams,Jaipur,9.11006E+11,Lipstick,Beauty,4,40,160
8736,30-03-2023,Savannah Thompson,Delhi,9.13287E+11,Frooti,Cold Drink,5,30,150
9117,26-12-2023,Sharon Curtis,Ahmedabad,9.14515E+11,Sprite,Cold Drink,8,30,240
6327,22-08-2022,Jeffrey Pratt,Hyderabad,9.18391E+11,Body Lotion,Cosmetics,4,200,800
7928,28-06-2022,William Byrd,Kolkata,9.15953E+11,Perfume,Beauty,9,80,720
4313,31-03-2023,Kimberly Jordan,Delhi,9.11711E+11,Body Lotion,Cosmetics,10,200,2000
7936,12-04-2022,Shannon Caldwell,Kolkata,9.13236E+11,Face Cream,Cosmetics,4,100,400
3437,10-12-2022,Amy Jones,Mumbai,9.19059E+11,Hair Gel,Cosmetics,5,150,750
